id,SFR__Msol_per_yr,SFR_err,Mstar__Msol,Mstar_err,Lbolo__Lsol,Lbolo_err,Lold_unatt__Lsol,Lold_unatt_err,Lyoung_unatt__Lsol,Lyoung_unatt_err,Lold_abs__Lsol,Lold_abs_err,Lyoung_abs__Lsol,Lyoung_abs_err,Afuv,Afuv_err,Av_b90,Av_b90_err,Mdust__Msol,Mdust_err,Ldust__Lsol,Ldust_err,Umin,Umin_err,Tdust__K,Tdust_err,qhac,qhac_err,gamma,gamma_err,red_chi2,t
NGC3621,1.422,0.2328,20540000000,5701000000,26740000000,1337000000,21160000000,2034000000,5587000000,915000000,3855000000,0,3890000000,0,1.25,0.112,0.269,0.066,10690000,1318000,7745000000,431400000,3.368,0.445,22.57,0.515,0.126,0.023,0.001,0.001,0.595,6.9
NGC3622,0.4172,0.03009,1547000000,345400000,5481000000,274100000,3842000000,192100000,1639000000,118200000,706400000,0,1121000000,0,1.098,0.088,0.215,0.037,2537000,151400,1828000000,91390000,3.516,0.257,22.74,0.287,0.06,0.003,0.001,0.001,0.554,7.3
NGC3626,0.05493,0.04396,29450000000,5174000000,23240000000,1162000000,23020000000,1151000000,215900000,172800000,3147000000,0,172800000,0,1.314,0.285,0.282,0.027,2765000,484500,3320000000,314400000,5.883,1.528,24.85,1.115,0.077,0.021,0.003,0.002,0.264,-0.8
NGC3627,2.946,0.9623,67000000000,11730000000,97110000000,4856000000,85530000000,4277000000,11580000000,3782000000,25720000000,0,9735000000,0,1.998,0.214,0.561,0.074,27520000,1376000,35460000000,1773000000,6.017,0.301,24.95,0.215,0.059,0.007,0.004,0.002,0.764,3.1
NGC3628,1.764,1.034,31500000000,5758000000,60740000000,3037000000,53810000000,3992000000,6934000000,4063000000,22650000000,0,6512000000,0,3.287,0.397,0.892,0.121,38740000,2119000,29160000000,1458000000,3.519,0.227,22.74,0.254,0.085,0.019,0.002,0.002,1.162,3.1
NGC3629,1.487,0.1249,5267000000,764600000,20010000000,1001000000,14170000000,708500000,5843000000,490800000,1184000000,0,2450000000,0,0.481,0.082,0.085,0.025,15200000,4458000,3633000000,605000000,1.195,0.556,18.87,1.516,0.081,0.026,0.008,0.006,0.591,5.9
NGC3631,0.7267,0.08227,5597000000,1467000000,10070000000,503500000,7214000000,360700000,2856000000,323300000,1549000000,0,2003000000,0,1.306,0.131,0.282,0.071,4643000,576100,3552000000,307700000,3.424,0.757,22.63,0.864,0.069,0.019,0.009,0.004,1.355,5.1
NGC3640,0.005461,0.001852,116100000000,5805000000,77920000000,3896000000,77900000000,3895000000,21460000,7278000,317300000,0,1551000,0,0.036,0.035,0.009,0.008,578400,1471000,318900000,298700000,18.04,24.68,30.16,7.128,0.197,0.118,0.092,0.148,1.981,-4.7
NGC3655,2.719,0.2569,10660000000,2849000000,33120000000,1656000000,22430000000,1122000000,10690000000,1010000000,8371000000,0,9764000000,0,2.808,0.143,0.58,0.056,13120000,709400,18130000000,906700000,6.066,0.522,24.98,0.371,0.1,0.005,0.006,0.002,1.101,5
NGC3659,0.6936,0.06134,2621000000,757200000,8830000000,441500000,6104000000,305200000,2726000000,241100000,1325000000,0,2040000000,0,1.405,0.174,0.252,0.047,4642000,541800,3365000000,170500000,3.39,0.399,22.6,0.459,0.1,0.005,0.002,0.002,0.577,7.7
NGC3665,0.3296,0.04789,159500000000,11870000000,75490000000,3775000000,74200000000,3710000000,1296000000,188200000,4753000000,0,612500000,0,0.597,0.138,0.14,0.021,5359000,1117000,5365000000,719400000,4.762,1.369,23.96,1.19,0.115,0.036,0.003,0.004,2.108,-2.1
NGC3666,0.6637,0.1052,5941000000,1636000000,10400000000,520200000,7796000000,389800000,2609000000,413400000,1695000000,0,2066000000,0,1.526,0.155,0.321,0.065,6170000,1107000,3761000000,323800000,2.941,0.726,22.05,0.94,0.104,0.022,0.002,0.002,0.32,5.1
NGC3674,0.03121,0.01471,44580000000,3764000000,16760000000,838100000,16640000000,832000000,122700000,57810000,47090000,0,6343000,0,0.039,0.047,0.006,0.008,79160,222700,53430000,64520000,17.45,23.8,29.99,7.064,0.192,0.119,0.064,0.127,1.044,-1.9
NGC3681,0.6744,0.08936,24840000000,6307000000,21420000000,1071000000,18770000000,938400000,2651000000,351200000,1575000000,0,1267000000,0,0.639,0.115,0.139,0.031,11570000,2423000,2843000000,283600000,1.162,0.349,18.78,0.974,0.116,0.022,0.004,0.004,0.862,4
NGC3683,6.508,1.144,30960000000,6179000000,76900000000,3845000000,51320000000,2846000000,25580000000,4497000000,28330000000,0,23640000000,0,4.367,0.241,1.199,0.106,25070000,2970000,51960000000,3014000000,9.412,1.424,26.95,0.705,0.1,0.005,0.005,0.003,1.8,4.8
NGC3684,1.122,0.1474,7120000000,2046000000,16170000000,808600000,11760000000,588000000,4411000000,579200000,2039000000,0,3158000000,0,1.15,0.114,0.227,0.051,9624000,1485000,5197000000,490800000,2.503,0.719,21.44,1.064,0.114,0.024,0.004,0.003,0.688,4
NGC3686,0.9708,0.08857,8287000000,1618000000,16730000000,836700000,12920000000,645900000,3815000000,348100000,2591000000,0,2913000000,0,1.431,0.14,0.281,0.049,7083000,715900,5503000000,295900000,3.382,0.416,22.59,0.479,0.1,0.005,0.008,0.003,1.269,4.1
NGC3691,0.6413,0.05241,3787000000,544800000,10040000000,502200000,7524000000,376200000,2520000000,206000000,986000000,0,1487000000,0,0.83,0.076,0.154,0.042,4351000,874300,2473000000,215700000,2.802,0.767,21.86,1.034,0.076,0.02,0.003,0.003,0.505,3
NGC3692,1.548,0.2619,44600000000,9115000000,40380000000,2019000000,34300000000,1715000000,6085000000,1029000000,5767000000,0,4705000000,0,1.467,0.178,0.299,0.054,29040000,5247000,10470000000,748300000,1.758,0.376,20.17,0.745,0.094,0.02,0.001,0.001,0.47,3
NGC3718,1.606,0.3073,242200000000,44790000000,152400000000,7619000000,146100000000,7304000000,6313000000,1208000000,7927000000,0,2956000000,0,0.557,0.13,0.103,0.016,118800000,21090000,10880000000,1002000000,0.413,0.1,15.71,0.66,0.17,0.03,0.002,0.003,1.481,1.1
NGC3729,0.6559,0.1997,21040000000,3355000000,22730000000,1137000000,20150000000,1008000000,2578000000,785000000,4076000000,0,2217000000,0,1.865,0.313,0.361,0.058,7277000,868800,6293000000,449600000,3.407,0.717,22.62,0.822,0.095,0.014,0.018,0.005,0.512,1.2
NGC3755,1.697,0.1162,7021000000,2115000000,20450000000,1022000000,13780000000,688800000,6670000000,456600000,1449000000,0,3078000000,0,0.575,0.058,0.111,0.031,12230000,2069000,4528000000,356900000,1.854,0.379,20.36,0.719,0.052,0.019,0.002,0.002,0.393,5.3
NGC3756,0.8177,0.1595,15590000000,3054000000,20540000000,1027000000,17330000000,866500000,3214000000,627000000,2993000000,0,2437000000,0,1.405,0.17,0.267,0.05,15570000,2682000,5430000000,417100000,1.648,0.403,19.95,0.842,0.109,0.021,0.003,0.003,0.473,4.1
NGC3757,0.01697,0.008179,12930000000,2031000000,7284000000,364200000,7217000000,360900000,66700000,32140000,35860000,0,5775000,0,0.063,0.058,0.01,0.009,66050,171500,41630000,35190000,20.99,25.58,30.96,6.514,0.167,0.116,0.051,0.113,0.525,-2.1
NGC3773,0.31,0.0229,1131000000,342900000,3678000000,183900000,2459000000,123000000,1218000000,90010000,341400000,0,686100000,0,0.768,0.077,0.152,0.035,546200,134500,1027000000,74840000,8.061,2.391,26.24,1.344,0.059,0.006,0.018,0.006,0.738,-2.1
NGC3786,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.1
NGC3788,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.3
NGC3794,0.4475,0.05579,2384000000,678800000,5928000000,296400000,4169000000,208400000,1759000000,219300000,422000000,0,777600000,0,0.545,0.065,0.115,0.036,3269000,641200,1200000000,138100000,1.822,0.483,20.3,0.929,0.068,0.016,0.003,0.002,1.849,6.4
NGC3795,0.1652,0.0471,3921000000,905600000,5186000000,259300000,4537000000,226800000,649200000,185100000,635300000,0,457900000,0,1.112,0.197,0.215,0.05,6439000,1491000,1093000000,108200000,0.836,0.243,17.74,0.891,0.102,0.025,0.002,0.002,0.753,4
NGC3796,0.0194,0.00633,11180000000,1237000000,5821000000,291100000,5745000000,287200000,76230000,24880000,117300000,0,18780000,0,0.233,0.111,0.043,0.016,1047000,995500,136000000,50320000,2.746,7.565,21.79,10.37,0.129,0.087,0.012,0.029,0.748,-3
NGC3813,2.715,0.2909,13300000000,2645000000,30370000000,1518000000,19700000000,984900000,10670000000,1143000000,6322000000,0,9202000000,0,2.219,0.136,0.458,0.072,13610000,1950000,15520000000,1224000000,5.156,1.184,24.29,0.964,0.063,0.011,0.009,0.004,0.586,3.3
NGC3838,0.01849,0.02864,18260000000,2941000000,9906000000,495300000,9834000000,491700000,72670000,112600000,35940000,0,4492000,0,0.042,0.02,0.008,0.004,12110,7226,40430000,19740000,20.07,20.08,30.72,5.308,0.18,0.116,0.049,0.111,0.595,-0.3
NGC3846A,0.3378,0.05463,2208000000,284800000,6026000000,301300000,4699000000,234900000,1327000000,214700000,429500000,0,611300000,0,0.546,0.075,0.107,0.035,3243000,1072000,1041000000,131100000,1.658,0.638,19.97,1.328,0.03,0.018,0.007,0.006,0.619,9.6
NGC3870,0.2433,0.01481,770300000,195500000,3021000000,151000000,2064000000,103200000,956200000,58190000,350300000,0,557400000,0,0.891,0.068,0.17,0.04,459800,86000,907700000,51870000,9.105,1.803,26.8,0.917,0.06,0.003,0.008,0.003,0.562,-1.2
NGC3898,1.223,0.1841,206800000000,14090000000,113100000000,5655000000,108300000000,5415000000,4808000000,723400000,4338000000,0,1915000000,0,0.465,0.11,0.081,0.014,51900000,12310000,6253000000,624600000,0.543,0.167,16.47,0.877,0.181,0.038,0.004,0.004,0.647,1.7
NGC3938,4.095,0.4993,30000000000,7923000000,58460000000,2923000000,42370000000,2118000000,16090000000,1962000000,7219000000,0,11690000000,0,1.2,0.102,0.224,0.055,27460000,3494000,18910000000,1380000000,3.233,0.574,22.41,0.687,0.067,0.015,0.005,0.002,1.041,5.2
NGC3941,0.02087,0.0037,31390000000,2550000000,14280000000,714100000,14200000000,710000000,82010000,14540000,128500000,0,10160000,0,0.104,0.052,0.02,0.007,776900,679100,138600000,49530000,1.934,4.695,20.51,8.597,0.198,0.096,0.021,0.046,1.521,-2
NGC3945,0.1272,0.01141,130600000000,7778000000,47190000000,2359000000,46690000000,2334000000,499800000,44820000,970200000,0,98890000,0,0.199,0.066,0.046,0.009,10410000,5207000,1069000000,198600000,0.52,0.491,16.35,2.665,0.137,0.071,0.016,0.023,1.772,-1.2
NGC3952,0.7871,0.06138,2710000000,922100000,8517000000,425800000,5423000000,449100000,3094000000,241200000,870400000,0,1793000000,0,0.828,0.073,0.176,0.05,1366000,301700,2663000000,194000000,7.676,2.628,26.02,1.539,0.02,0.003,0.03,0.007,0.756,9.3
NGC3953,0.5767,0.458,23130000000,6495000000,30260000000,1513000000,28000000000,1466000000,2267000000,1800000000,7539000000,0,1921000000,0,2.501,0.543,0.513,0.107,30550000,5170000,9460000000,791200000,1.361,0.392,19.3,0.961,0.141,0.028,0.007,0.004,0.438,4
NGC3972,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4
NGC3982,2.921,0.1485,13570000000,2245000000,32840000000,1642000000,21360000000,1068000000,11480000000,583500000,5039000000,0,9345000000,0,1.685,0.101,0.292,0.041,10060000,612300,14380000000,719200000,6.027,0.412,24.96,0.294,0.093,0.015,0.01,0.004,0.971,3.2
NGC3990,0.0006034,0.0006372,2041000000,131700000,1351000000,67560000,1349000000,67440000,2371000,2504000,23520000,0,577300,0,0.165,0.1,0.037,0.017,10880,24500,24090000,11100000,32.77,27.59,33.43,4.863,0.122,0.094,0.052,0.114,2.109,-2.7
NGC3998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-2.1
NGC4013,0.3077,0.2566,37170000000,5370000000,37050000000,1852000000,35840000000,1792000000,1209000000,1008000000,13410000000,0,1058000000,0,2.472,0.224,0.874,0.053,19790000,989500,14470000000,723300000,3.492,0.175,22.71,0.196,0.091,0.017,0,0.001,1.169,3.1
NGC4030,10.79,1.354,111800000000,23880000000,157900000000,7897000000,115500000000,5777000000,42390000000,5323000000,31560000000,0,35840000000,0,2.306,0.162,0.43,0.062,56820000,6614000,67400000000,5069000000,5.555,0.957,24.61,0.732,0.062,0.014,0.005,0.004,1.265,4
NGC4032,0.8348,0.08388,4944000000,524500000,13460000000,673100000,10180000000,509000000,3281000000,329700000,834200000,0,1508000000,0,0.536,0.067,0.093,0.025,6999000,1687000,2342000000,246200000,1.536,0.508,19.71,1.126,0.077,0.024,0.01,0.006,0.606,9.6
NGC4036,0.01523,0.0122,86190000000,7461000000,36960000000,1848000000,36900000000,1845000000,59860000,47960000,1082000000,0,24170000,0,0.318,0.126,0.066,0.01,1664000,537000,1106000000,145200000,3.136,1.156,22.29,1.419,0.145,0.054,0.006,0.007,0.258,-2.4
NGC4037,0.1161,0.02543,2911000000,702700000,3945000000,197300000,3489000000,174400000,456400000,99930000,337600000,0,254000000,0,0.696,0.12,0.144,0.032,3316000,826200,591600000,56030000,0.708,0.251,17.24,1.057,0.104,0.036,0.02,0.01,0.632,3.3
NGC4038,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.9
NGC4039,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.9
NGC4045,2.307,0.7482,24570000000,2964000000,67280000000,3364000000,58220000000,2911000000,9065000000,2940000000,17370000000,0,8116000000,0,2.413,0.311,0.456,0.054,21630000,2825000,25490000000,2788000000,5.202,1.285,24.33,1.038,0.053,0.017,0.012,0.005,0.91,1.3
NGC4051,1.598,0.4668,9000000000,1741000000,24330000000,2357000000,18050000000,1344000000,6278000000,1834000000,5556000000,0,5334000000,0,1.951,0.279,0.467,0.105,7339000,1934000,10890000000,2354000000,6.967,3.372,25.59,2.139,0.075,0.026,0.015,0.012,1.133,4
NGC4067,0.9908,0.1484,24280000000,3615000000,26560000000,1328000000,22660000000,1133000000,3894000000,583100000,2896000000,0,2769000000,0,1.1,0.123,0.203,0.042,10490000,2127000,5665000000,423000000,2.562,0.744,21.53,1.08,0.113,0.025,0.004,0.003,0.543,3.1
NGC4100,1.99,0.3395,27840000000,6623000000,36830000000,1842000000,29010000000,1451000000,7819000000,1334000000,7805000000,0,6807000000,0,2.024,0.164,0.477,0.084,18260000,950100,14610000000,730600000,3.493,0.175,22.71,0.196,0.089,0.019,0.007,0.003,0.574,4.1
NGC4102,4.891,1.043,24120000000,6120000000,58120000000,4418000000,38900000000,2013000000,19220000000,4100000000,19840000000,0,17600000000,0,4.562,0.335,1.023,0.101,9853000,1305000,37440000000,4433000000,15.25,4.132,29.3,1.371,0.02,0.001,0.027,0.01,1.25,3.1
NGC4111,0.005564,0.00594,29550000000,4833000000,18670000000,933500000,18650000000,932500000,21870000,23340000,740400000,0,9827000,0,0.374,0.138,0.086,0.016,563800,286600,750200000,132700000,8.358,6.151,26.41,3.356,0.077,0.042,0.004,0.005,0.234,-1.3
NGC4116,0.7662,0.08769,3447000000,1146000000,9966000000,498300000,6955000000,347800000,3011000000,344600000,901100000,0,1704000000,0,0.769,0.102,0.146,0.037,11770000,2810000,2605000000,332300000,1.023,0.383,18.37,1.189,0.11,0.021,0.008,0.005,0.329,7.3
NGC4117,0.03139,0.02064,5674000000,895400000,4330000000,216500000,4206000000,210300000,123400000,81110000,543900000,0,96730000,0,1.331,0.371,0.261,0.054,726800,280900,640600000,124100000,4.863,2.878,24.05,2.458,0.02,0.001,0.011,0.008,1.214,-2
NGC4119,0.05087,0.01788,10690000000,1539000000,6933000000,346600000,6733000000,336600000,199900000,70260000,303000000,0,74490000,0,0.405,0.119,0.089,0.019,767700,451700,377500000,65370000,3.051,2.981,22.19,3.744,0.099,0.056,0.011,0.021,3.561,-1.2
NGC4123,1.607,0.288,11280000000,2772000000,25450000000,1273000000,19140000000,957000000,6315000000,1132000000,4030000000,0,4819000000,0,1.46,0.189,0.279,0.059,15430000,3242000,8849000000,1121000000,1.836,0.933,20.32,1.785,0.023,0.01,0.056,0.018,0.732,5
NGC4125,0.2724,0.02175,280700000000,14040000000,106100000000,5303000000,105000000000,5249000000,1071000000,85480000,880600000,0,127500000,0,0.106,0.043,0.019,0.004,360100,357200,1008000000,218500000,23.91,20.39,31.66,4.665,0.117,0.075,0.011,0.025,1.784,-4.8
NGC4138,0.1742,0.06076,15650000000,2464000000,10860000000,542800000,10170000000,508600000,684500000,238800000,1085000000,0,496000000,0,1.157,0.28,0.211,0.046,4143000,1196000,1581000000,303200000,1.902,1.034,20.45,1.92,0.129,0.028,0.007,0.006,0.534,-0.8
NGC4144,0.07739,0.006642,632800000,87600000,1852000000,92610000,1548000000,77410000,304100000,26110000,133500000,0,141000000,0,0.528,0.062,0.099,0.026,929400,145300,274500000,26220000,1.512,0.4,19.65,0.898,0.026,0.014,0.003,0.002,0.485,6.1
NGC4151,0.1037,0.01575,1797000000,328400000,2390000000,119500000,1982000000,99110000,407500000,61890000,508700000,0,349200000,0,1.9,0.154,0.458,0.065,381700,80830,857900000,53340000,1.215,0.368,18.93,0.988,0.206,0.034,0.498,0.025,3.132,1.9
NGC4152,3.801,0.4812,12200000000,3549000000,42970000000,2687000000,28030000000,1776000000,14940000000,1891000000,6811000000,0,11410000000,0,1.411,0.173,0.295,0.073,16100000,3098000,18220000000,2710000000,4.762,1.839,23.96,1.598,0.037,0.02,0.022,0.009,0.568,4.9
NGC4165,0.4475,0.1112,14580000000,2869000000,18790000000,939300000,17030000000,851300000,1759000000,436900000,2575000000,0,1230000000,0,1.105,0.215,0.247,0.045,11140000,2590000,3805000000,485100000,1.616,0.553,19.88,1.174,0.053,0.015,0.009,0.005,3.5,2
NGC4168,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-4.9
NGC4178,2.761,0.1786,11980000000,3503000000,34450000000,1722000000,23590000000,1180000000,10850000000,701900000,3962000000,0,7978000000,0,1.208,0.085,0.199,0.035,28310000,1416000,11940000000,597000000,2,0.1,20.63,0.178,0.06,0.003,0.003,0.001,0.775,6.9
NGC4179,0.005598,0.004811,43120000000,6905000000,20720000000,1036000000,20700000000,1035000000,22000000,18910000,188800000,0,3042000,0,0.089,0.041,0.02,0.006,194800,443500,191800000,55390000,26.02,26.26,32.13,5.599,0.245,0.103,0.032,0.076,0.326,-1.9
NGC4180,1.749,0.5329,30350000000,6253000000,39560000000,1978000000,32690000000,2175000000,6874000000,2094000000,11910000000,0,6191000000,0,3.203,0.33,0.739,0.112,11370000,1762000,18100000000,1523000000,7.599,1.971,25.98,1.164,0.066,0.015,0.005,0.003,0.646,2
NGC4183,0.316,0.04727,2954000000,793700000,6139000000,307000000,4897000000,244900000,1242000000,185800000,756900000,0,811700000,0,1.017,0.134,0.201,0.04,8043000,1272000,1569000000,130700000,0.962,0.219,18.18,0.714,0.071,0.018,0.002,0.002,0.573,5.9
NGC4189,1.087,0.1988,8091000000,1555000000,22370000000,1119000000,18100000000,927400000,4273000000,781200000,4847000000,0,3605000000,0,1.818,0.151,0.389,0.077,11100000,1212000,8452000000,542000000,3.372,0.443,22.58,0.512,0.1,0.005,0.006,0.003,0.864,5.9
NGC4191,0.1036,0.04031,45970000000,7078000000,25610000000,1281000000,25200000000,1260000000,407300000,158400000,942500000,0,168800000,0,0.421,0.163,0.077,0.02,3598000,2571000,1111000000,283500000,2.163,2.12,20.91,3.54,0.139,0.074,0.003,0.007,0.637,-1.8
NGC4192,0.6562,0.2507,30840000000,6455000000,31740000000,1587000000,29160000000,1458000000,2579000000,985300000,6205000000,0,2140000000,0,1.965,0.25,0.399,0.052,18900000,1085000,8345000000,417200000,2.015,0.15,20.65,0.266,0.116,0.021,0.002,0.001,0.532,2.6
NGC4193,0.9983,0.255,28770000000,5184000000,30090000000,1505000000,26170000000,1308000000,3924000000,1002000000,4773000000,0,3064000000,0,1.539,0.195,0.312,0.068,22710000,4063000,7837000000,476200000,1.574,0.402,19.79,0.874,0.079,0.024,0.008,0.005,0.491,4.1
NGC4194,16.03,0.8017,13400000000,3198000000,123300000000,6166000000,60290000000,3015000000,63020000000,3151000000,36790000000,0,59150000000,0,3.764,0.188,1.078,0.054,7250000,362500,95940000000,4797000000,50.09,2.504,35.98,0.311,0.02,0.001,0.031,0.002,1.304,9.1
NGC4197,1.116,0.08304,5439000000,1209000000,12820000000,641200000,8437000000,421900000,4387000000,326400000,2058000000,0,3556000000,0,1.579,0.099,0.337,0.056,8165000,1223000,5614000000,300200000,3.294,0.518,22.48,0.611,0.053,0.015,0.004,0.003,0.763,6.7
NGC4200,0.01837,0.003213,9565000000,735000000,4811000000,240600000,4739000000,237000000,72210000,12630000,8984000,0,2180000,0,0.026,0.035,0.004,0.006,36410,123600,11160000,15640000,15.37,23.35,29.34,7.696,0.204,0.118,0.081,0.141,0.751,-2
NGC4203,0.04039,0.0127,54950000000,4023000000,22060000000,1103000000,21900000000,1095000000,158700000,49900000,858500000,0,67680000,0,0.431,0.138,0.088,0.007,3572000,644100,926100000,65320000,1.161,0.255,18.78,0.712,0.143,0.034,0.004,0.004,0.247,-2.7
NGC4206,0.3503,0.0423,6608000000,1066000000,8238000000,411900000,6862000000,343100000,1377000000,166200000,875500000,0,987500000,0,1.119,0.103,0.19,0.037,11780000,1836000,1863000000,93150000,0.735,0.129,17.35,0.525,0.099,0.007,0.003,0.003,0.296,4
NGC4207,0.2848,0.1108,4702000000,1143000000,8570000000,428500000,7450000000,434800000,1119000000,435600000,2765000000,0,1006000000,0,3.083,0.275,0.722,0.084,2818000,225400,3772000000,188600000,6.199,0.882,25.08,0.616,0.1,0.005,0.003,0.002,1.629,7.7
NGC4212,1.271,0.1192,13820000000,2304000000,23510000000,1175000000,18510000000,925700000,4995000000,468500000,4680000000,0,4220000000,0,2.063,0.105,0.395,0.046,10830000,583700,8899000000,445000000,3.551,0.354,22.78,0.392,0.097,0.013,0.008,0.002,0.699,4.9
NGC4214,0.1862,0.01276,810000000,217000000,2203000000,110100000,1471000000,73540000,731900000,50150000,150000000,0,331800000,0,0.56,0.062,0.108,0.031,660700,116200,481800000,44650000,3.06,0.817,22.2,1.024,0.02,0.003,0.02,0.007,0.594,9.8
NGC4215,0.01875,0.004191,26080000000,1867000000,11070000000,553300000,10990000000,549600000,73690000,16470000,44430000,0,5065000,0,0.053,0.05,0.009,0.008,69250,183100,49490000,45470000,18.95,25.17,30.42,6.976,0.219,0.117,0.102,0.155,0.77,-0.9
